,Sex,LSM (mm),Diameter (mm),Height (mm),Weight_of_Abalone (grams),Weight_Of_Meat (mm),Gut_Weight_After_Bleeding (grams),Shell_Weight (grams),Rings
382,2,0.485,0.4,0.135,0.6629999999999999,0.313,0.13699999999999998,0.2,10.0
3867,0,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15.0
2008,1,0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,7.0
1566,1,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9.0
1207,0,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11.0
2988,2,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,9.0
1263,0,0.455,0.365,0.115,0.4305,0.184,0.10800000000000001,0.1245,8.0
2583,0,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8.0
1626,0,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8.0
1584,0,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6.0
2887,1,0.51,0.4,0.145,0.5775,0.231,0.14300000000000002,0.177,9.0
3434,1,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6.0
1258,1,0.43,0.315,0.095,0.37799999999999995,0.175,0.08,0.1045,8.0
1482,2,0.585,0.455,0.15,0.9059999999999999,0.4095,0.23,0.2335,8.0
1458,1,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7.0
2382,1,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11.0
263,1,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026000000000000002,4.0
3890,2,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,16.0
975,0,0.53,0.425,0.15,0.8495,0.32799999999999996,0.23199999999999998,0.20199999999999999,8.0
2402,1,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16.0
2831,2,0.535,0.405,0.14,0.818,0.402,0.1715,0.18899999999999997,7.0
3291,2,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9.0
2257,2,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13.0
2656,2,0.545,0.42,0.12,0.7865,0.40299999999999997,0.185,0.17,7.0
1327,2,0.565,0.39,0.125,0.7440000000000001,0.35200000000000004,0.13,0.1685,11.0
7,0,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16.0
523,2,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,5.0
3962,0,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,10.0
1438,1,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7.0
3156,2,0.535,0.44,0.165,0.875,0.27899999999999997,0.18,0.3,10.0
3843,2,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16.0
145,0,0.49,0.38,0.125,0.5489999999999999,0.245,0.1075,0.174,10.0
2045,1,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8.0
4120,2,0.35,0.265,0.09,0.19699999999999998,0.073,0.0365,0.077,7.0
3738,0,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9.0
3427,2,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13.0
2213,2,0.63,0.51,0.23,1.5390000000000001,0.5635,0.2815,0.57,17.0
2256,2,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8.0
274,2,0.63,0.515,0.155,1.2590000000000001,0.4105,0.19699999999999998,0.41,13.0
2637,1,0.44,0.335,0.115,0.4215,0.17300000000000001,0.0765,0.113,7.0
2622,0,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13.0
1167,2,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8.0
4090,2,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11.0
228,0,0.58,0.465,0.165,1.1015,0.40399999999999997,0.2095,0.35,11.0
3525,1,0.33,0.23,0.085,0.1695,0.079,0.026000000000000002,0.0505,6.0
3711,2,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11.0
1983,0,0.725,0.57,0.205,1.6195,0.7440000000000001,0.315,0.488,11.0
3277,0,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,15.0
3944,2,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20.0
1877,1,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,8.0
798,2,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11.0
2799,2,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,10.0
2938,0,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11.0
3943,2,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14.0
2713,1,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4.0
2029,2,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9.0
1237,1,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6.0
1560,1,0.435,0.325,0.11,0.36700000000000005,0.1595,0.08,0.105,6.0
259,0,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13.0
1024,0,0.645,0.5,0.155,1.2205,0.6145,0.23600000000000002,0.3185,10.0
744,2,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,20.0
2344,2,0.67,0.55,0.17,1.247,0.47200000000000003,0.2455,0.4,21.0
1198,2,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10.0
188,0,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11.0
2343,1,0.17,0.125,0.055,0.0235,0.009000000000000001,0.0055,0.008,6.0
2809,2,0.71,0.565,0.2,1.601,0.706,0.321,0.45,11.0
691,1,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5.0
2704,2,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10.0
1621,2,0.56,0.425,0.135,0.8490000000000001,0.3265,0.221,0.2645,10.0
745,0,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17.0
3717,1,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,7.0
2108,2,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,27.0
1623,0,0.565,0.44,0.15,0.863,0.435,0.149,0.27,9.0
3996,1,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,6.0
1262,1,0.455,0.345,0.105,0.4005,0.16399999999999998,0.0755,0.126,8.0
3431,1,0.35,0.265,0.095,0.19899999999999998,0.073,0.049,0.06,5.0
4119,1,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042,4.0
50,1,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8.0
3619,0,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12.0
183,0,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10.0
410,2,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15.0
3533,1,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6.0
3428,1,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4.0
1210,1,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6.0
1180,2,0.655,0.515,0.16,1.31,0.5529999999999999,0.369,0.345,11.0
258,0,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15.0
3709,2,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10.0
598,1,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,12.0
863,0,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10.0
2526,2,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9.0
620,2,0.345,0.255,0.08,0.16899999999999998,0.06,0.0425,0.054000000000000006,10.0
3787,2,0.63,0.49,0.16,1.09,0.40700000000000003,0.22399999999999998,0.354,12.0
1778,0,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,8.0
896,1,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4.0
2606,2,0.625,0.48,0.17,1.3555,0.6709999999999999,0.268,0.3385,10.0
2772,2,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,10.0
3568,1,0.58,0.46,0.14,0.8295,0.3915,0.165,0.23800000000000002,10.0
3044,1,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,9.0
75,0,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15.0
3456,0,0.61,0.48,0.16,1.234,0.598,0.23800000000000002,0.315,12.0
85,0,0.57,0.465,0.18,1.295,0.33899999999999997,0.2225,0.44,12.0
2864,1,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,6.0
2749,1,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,9.0
571,1,0.45,0.345,0.135,0.44299999999999995,0.1975,0.0875,0.1175,14.0
2979,2,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,8.0
2994,2,0.61,0.475,0.175,1.024,0.409,0.261,0.322,9.0
1953,2,0.64,0.49,0.155,1.1285,0.47700000000000004,0.26899999999999996,0.34,9.0
452,0,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17.0
1974,2,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10.0
1993,1,0.29,0.21,0.06,0.1195,0.055999999999999994,0.0235,0.03,6.0
2916,2,0.595,0.47,0.155,1.2015,0.49200000000000005,0.3865,0.265,10.0
1193,2,0.7,0.575,0.19,2.273,1.095,0.418,0.638,12.0
3539,1,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8.0
286,2,0.53,0.435,0.155,0.6990000000000001,0.28800000000000003,0.1595,0.205,10.0
814,1,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7.0
3216,2,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16.0
2053,2,0.46,0.345,0.11,0.4595,0.235,0.0885,0.11599999999999999,7.0
34,0,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,13.0
408,2,0.555,0.45,0.145,0.915,0.4,0.24600000000000002,0.285,11.0
1825,1,0.24,0.18,0.055,0.0555,0.0235,0.013000000000000001,0.018000000000000002,4.0
4154,1,0.435,0.33,0.095,0.39299999999999996,0.21899999999999997,0.075,0.0885,6.0
1295,1,0.525,0.4,0.125,0.6965,0.369,0.1385,0.16399999999999998,9.0
2970,2,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,13.0
72,0,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20.0
433,2,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22.0
1486,0,0.595,0.455,0.16,1.04,0.452,0.2655,0.28800000000000003,9.0
564,0,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,14.0
192,2,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,14.0
343,0,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12.0
1852,1,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,8.0
3037,2,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,9.0
119,2,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8.0
663,0,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12.0
3457,0,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10.0
3021,1,0.455,0.355,0.105,0.37200000000000005,0.138,0.0765,0.135,9.0
623,0,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17.0
2819,1,0.375,0.265,0.095,0.196,0.085,0.042,0.0585,5.0
2453,1,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8.0
3222,2,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18.0
626,0,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10.0
2236,0,0.56,0.435,0.185,1.1059999999999999,0.42200000000000004,0.2435,0.33,15.0
3407,1,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,6.0
2404,1,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15.0
4032,1,0.485,0.365,0.09,0.6509999999999999,0.3165,0.132,0.18,8.0
639,0,0.51,0.4,0.13,0.5735,0.21899999999999997,0.1365,0.195,13.0
3796,0,0.675,0.54,0.21,1.5930000000000002,0.6859999999999999,0.318,0.45,11.0
1757,0,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,11.0
4024,1,0.33,0.245,0.065,0.1445,0.057999999999999996,0.032,0.0505,6.0
1426,0,0.745,0.57,0.215,2.25,1.1565,0.446,0.5579999999999999,9.0
629,2,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10.0
2861,0,0.72,0.565,0.17,1.6130000000000002,0.723,0.3255,0.4945,12.0
211,2,0.335,0.25,0.09,0.18100000000000002,0.0755,0.0415,0.06,7.0
2048,1,0.44,0.305,0.115,0.379,0.162,0.091,0.11,9.0
3247,0,0.61,0.495,0.19,1.213,0.46399999999999997,0.306,0.365,15.0
1929,2,0.615,0.495,0.2,1.219,0.564,0.22699999999999998,0.3885,10.0
563,0,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11.0
618,2,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044000000000000004,9.0
3591,0,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9.0
3604,1,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,8.0
2636,1,0.44,0.34,0.1,0.40700000000000003,0.209,0.0735,0.10300000000000001,7.0
915,1,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6.0
2049,1,0.445,0.32,0.12,0.37799999999999995,0.152,0.0825,0.12,8.0
1956,2,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11.0
3181,2,0.5,0.385,0.135,0.551,0.2245,0.0715,0.20600000000000002,11.0
3134,2,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,8.0
1028,2,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11.0
3797,2,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13.0
411,2,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14.0
1441,1,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6.0
1222,1,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7.0
2204,2,0.42,0.345,0.105,0.43,0.175,0.096,0.13,7.0
2285,1,0.42,0.33,0.1,0.35200000000000004,0.1635,0.08900000000000001,0.1,9.0
2670,2,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9.0
3263,2,0.565,0.45,0.115,0.9085,0.39799999999999996,0.19699999999999998,0.29,17.0
646,2,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6.0
2580,2,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8.0
1714,0,0.645,0.51,0.19,1.3630000000000002,0.573,0.36200000000000004,0.36,10.0
205,0,0.44,0.34,0.14,0.48200000000000004,0.18600000000000003,0.1085,0.16,9.0
883,2,0.66,0.53,0.17,1.3905,0.5905,0.212,0.45299999999999996,15.0
837,1,0.475,0.365,0.125,0.5465,0.22899999999999998,0.1185,0.172,9.0
1069,1,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6.0
991,0,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,7.0
866,2,0.605,0.455,0.16,1.1035,0.42100000000000004,0.3015,0.325,9.0
2890,2,0.52,0.465,0.15,0.9505,0.456,0.19899999999999998,0.255,8.0
3228,1,0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,9.0
2142,1,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9.0
1058,1,0.245,0.18,0.065,0.071,0.03,0.013000000000000001,0.0215,4.0
490,2,0.59,0.455,0.145,1.073,0.475,0.19,0.285,14.0
3729,2,0.51,0.38,0.135,0.6809999999999999,0.3435,0.142,0.17,9.0
1749,2,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11.0
1670,0,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12.0
875,2,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14.0
2545,1,0.205,0.15,0.065,0.04,0.02,0.011000000000000001,0.013000000000000001,4.0
2225,2,0.59,0.475,0.155,0.857,0.35600000000000004,0.174,0.28,13.0
780,2,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13.0
2995,2,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,9.0
870,2,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12.0
844,2,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,8.0
2242,0,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7.0
4157,2,0.475,0.36,0.14,0.5135,0.24100000000000002,0.1045,0.155,8.0
1195,0,0.705,0.55,0.17,1.219,0.6395,0.23600000000000002,0.301,9.0
516,2,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9.0
2071,0,0.565,0.44,0.135,0.83,0.39299999999999996,0.1735,0.23800000000000002,9.0
114,0,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,11.0
1806,2,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11.0
3070,0,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9.0
1051,0,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11.0
2947,2,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,10.0
1000,0,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11.0
1257,1,0.43,0.34,0.0,0.428,0.2065,0.086,0.115,8.0
2924,2,0.605,0.49,0.18,1.167,0.457,0.29,0.3745,9.0
4033,1,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,10.0
2608,0,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8.0
2714,1,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,5.0
1696,2,0.63,0.49,0.17,1.1745,0.5255,0.273,0.33899999999999997,11.0
4092,0,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,11.0
3108,1,0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,7.0
1648,2,0.59,0.49,0.165,1.207,0.5589999999999999,0.235,0.309,10.0
1548,1,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8.0
3763,1,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11.0
2569,1,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6.0
1064,1,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6.0
1888,0,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11.0
908,1,0.335,0.25,0.075,0.1825,0.0705,0.044000000000000004,0.055,7.0
374,2,0.685,0.52,0.15,1.3430000000000002,0.4635,0.292,0.4,13.0
593,0,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19.0
3160,1,0.275,0.2,0.065,0.1165,0.0565,0.013000000000000001,0.035,7.0
320,1,0.265,0.21,0.06,0.0965,0.0425,0.022000000000000002,0.03,5.0
2671,0,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8.0
3651,1,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10.0
3544,1,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9.0
1381,0,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11.0
4139,0,0.635,0.495,0.175,1.2355,0.5205,0.3085,0.34700000000000003,10.0
795,2,0.515,0.405,0.145,0.695,0.215,0.1635,0.23399999999999999,15.0
636,2,0.38,0.235,0.1,0.258,0.1055,0.054000000000000006,0.08,7.0
4116,2,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,9.0
3691,2,0.645,0.51,0.19,1.4865,0.6445,0.29600000000000004,0.425,12.0
484,2,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12.0
3464,2,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,10.0
934,1,0.45,0.355,0.105,0.4445,0.19699999999999998,0.09300000000000001,0.1335,8.0
1007,2,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11.0
727,0,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12.0
3883,2,0.54,0.425,0.12,0.8170000000000001,0.2945,0.153,0.195,10.0
1502,2,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,11.0
1913,2,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,9.0
2665,0,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8.0
1467,1,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7.0
1851,1,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,9.0
728,2,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13.0
4135,0,0.6,0.5,0.17,1.13,0.4405,0.267,0.335,11.0
1430,1,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036000000000000004,4.0
2885,1,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,8.0
489,0,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14.0
746,0,0.66,0.52,0.2,1.676,0.6729999999999999,0.4805,0.45,17.0
3238,2,0.695,0.53,0.15,1.4769999999999999,0.6375,0.3025,0.43,14.0
3280,2,0.69,0.54,0.185,1.6195,0.5329999999999999,0.353,0.555,24.0
997,2,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,8.0
1348,2,0.59,0.47,0.18,1.187,0.5985,0.22699999999999998,0.31,9.0
2666,2,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8.0
3174,2,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9.0
4056,2,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11.0
3429,1,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6.0
3436,1,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6.0
510,1,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10.0
1992,1,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,5.0
546,2,0.255,0.195,0.065,0.08,0.0315,0.018000000000000002,0.027000000000000003,8.0
715,1,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,7.0
790,0,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10.0
252,0,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12.0
3147,0,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,13.0
3235,2,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14.0
679,0,0.37,0.275,0.1,0.2225,0.09300000000000001,0.026000000000000002,0.08,8.0
2496,0,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15.0
2648,2,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9.0
825,1,0.395,0.29,0.095,0.319,0.138,0.08,0.08199999999999999,7.0
3857,2,0.655,0.515,0.2,1.3730000000000002,0.44299999999999995,0.3375,0.49,16.0
2817,1,0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,7.0
3040,0,0.57,0.47,0.14,0.871,0.385,0.21100000000000002,0.2315,10.0
1760,0,0.75,0.565,0.215,1.9380000000000002,0.7735,0.4825,0.575,11.0
690,2,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10.0
99,0,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10.0
102,2,0.53,0.435,0.16,0.883,0.316,0.16399999999999998,0.335,15.0
603,1,0.47,0.345,0.115,0.4885,0.2005,0.10800000000000001,0.166,11.0
4023,1,0.275,0.2,0.07,0.096,0.037000000000000005,0.0225,0.03,6.0
358,2,0.745,0.585,0.215,2.499,0.9265,0.47200000000000003,0.7,17.0
2265,0,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13.0
340,2,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14.0
2232,0,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9.0
229,0,0.53,0.415,0.16,0.7829999999999999,0.2935,0.158,0.245,15.0
1062,1,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,5.0
1681,0,0.62,0.54,0.165,1.139,0.4995,0.2435,0.35700000000000004,11.0
2182,2,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13.0
1955,0,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12.0
3794,2,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,10.0
1102,2,0.5,0.39,0.125,0.5215,0.2485,0.11699999999999999,0.131,6.0
2710,2,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11.0
2487,0,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11.0
2910,2,0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,11.0
1643,0,0.58,0.435,0.15,0.8340000000000001,0.428,0.1515,0.23,8.0
1184,1,0.665,0.5,0.17,1.2975,0.6035,0.29100000000000004,0.3595,9.0
992,0,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,8.0
2841,2,0.595,0.435,0.16,1.057,0.4255,0.22399999999999998,0.31,9.0
3435,1,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7.0
3551,1,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9.0
2770,0,0.57,0.445,0.155,1.0170000000000001,0.5265,0.2025,0.265,10.0
2094,1,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7.0
1370,2,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10.0
829,1,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,7.0
519,0,0.345,0.25,0.09,0.203,0.078,0.059000000000000004,0.055,6.0
3598,2,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12.0
294,2,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26.0
268,2,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9.0
1967,2,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12.0
218,2,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10.0
3495,2,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8.0
504,0,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17.0
3167,2,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,15.0
3661,1,0.55,0.415,0.15,0.7915,0.3535,0.17600000000000002,0.23600000000000002,10.0
3767,2,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10.0
4117,0,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9.0
261,0,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12.0
1266,1,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9.0
2258,2,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8.0
1878,1,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,10.0
2940,2,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,10.0
2018,2,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10.0
2964,2,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,9.0
3477,1,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6.0
88,0,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9.0
3329,0,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10.0
1944,0,0.635,0.52,0.165,1.3405,0.5065,0.29600000000000004,0.41200000000000003,11.0
628,1,0.53,0.415,0.145,0.9440000000000001,0.3845,0.185,0.265,21.0
1966,0,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10.0
3425,0,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10.0
1768,1,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,8.0
185,2,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13.0
2682,2,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10.0
3623,2,0.66,0.53,0.175,1.5830000000000002,0.7395,0.3505,0.405,10.0
2125,2,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8.0
2796,2,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,10.0
2484,2,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14.0
1384,0,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9.0
3737,2,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,9.0
